Name:String(32):Required,Description:String(256),IP Address:Subnets(a.b.c.d/m#....):Required,Model Name:String(32),Software Version:String(32),Network Device Groups:String(100)(Type#Root Name#Name|...):Required,Authentication:Protocol:String(6),Authentication:Shared Secret:String(128),EnableKeyWrap:Boolean(true|false),EncryptionKey:String(ascii:16|hexa:32),AuthenticationKey:String(ascii:20|hexa:40),InputFormat:String(32),SNMP:Version:Enumeration(1|2c|3),SNMP:RO Community:String(32),SNMP:Username:String(32),SNMP:Security Level:Enumeration(Auth|No Auth|Priv),SNMP:Authentication Protocol:Enumeration(MD5|SHA),SNMP:Authentication Password:String(32),SNMP:Privacy Protocol:Enumeration(DES|AES128|AES192|AES256|3DES),SNMP:Privacy Password:String(32),SNMP:Polling Interval:Integer:600-86400 seconds,SNMP:Is Link Trap Query:Boolean(true|false),SNMP:Is MAC Trap Query:Boolean(true|false),SNMP:Originating Policy Services Node:String(32),SGA:Device Id:String(32),SGA:Device Password:String(256),SGA:Environment Data Download Interval:Integer:1-2147040000 seconds,SGA:Peer Authorization Policy Download Interval:Integer:1-2147040000 seconds,SGA:Reauthentication Interval:Integer:1-2147040000 seconds,SGA:SGACL List Download Interval:Integer:1-2147040000 seconds,SGA:Is Other SGA Devices Trusted:Boolean(true|false),SGA:Notify this device about SGA configuration changes:String(ENABLE_USING_CLI|ENABLE_USING_COA|DISABLE_ALL),SGA:Include this device when deploying Security Group Tag Mapping Updates:Boolean(true|false),Deployment:EXEC Mode Username:String(32),Deployment:EXEC Mode Password:String(32),Deployment:Enable Mode Password:String(32),SGA:PAC issue date:Date,SGA:PAC expiration date:Date,SGA:PAC issued by:String,TACACS:Shared Secret:String(128),TACACS:Connect Mode Options:String (OFF|ON_LEGACY|ON_DRAFT_COMPLIANT),Profile:String(128):Required,coaPort:Integer(128):Required,DtlsRequired:Boolean(true|false),DtlsCoaPort:Integer(128),DtlsIssuerCertificate:String(128),DtlsDnsName:String(100),SGA:CoA Coa Source Host:String,Authentication:Second Shared Secret:String(128),Enable Multi Shared Secret:Boolean(true|false)
CL2022NAD656,,10.1.3.157/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD657,,10.1.3.158/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD658,,10.1.3.159/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD659,,10.1.3.160/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD660,,10.1.3.161/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD661,,10.1.3.162/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD662,,10.1.3.163/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD663,,10.1.3.164/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD664,,10.1.3.165/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD665,,10.1.3.166/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD666,,10.1.3.167/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD667,,10.1.3.168/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD668,,10.1.3.169/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD669,,10.1.3.170/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD670,,10.1.3.171/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD671,,10.1.3.172/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD672,,10.1.3.173/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD673,,10.1.3.174/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD674,,10.1.3.175/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD675,,10.1.3.176/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD676,,10.1.3.177/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD677,,10.1.3.178/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD678,,10.1.3.179/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD679,,10.1.3.180/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD680,,10.1.3.181/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD681,,10.1.3.182/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD682,,10.1.3.183/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD683,,10.1.3.184/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD684,,10.1.3.185/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD685,,10.1.3.186/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD686,,10.1.3.187/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD687,,10.1.3.188/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD688,,10.1.3.189/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD689,,10.1.3.190/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD690,,10.1.3.191/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD691,,10.1.3.192/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD692,,10.1.3.193/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD693,,10.1.3.194/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD694,,10.1.3.195/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD695,,10.1.3.196/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD696,,10.1.3.197/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD697,,10.1.3.198/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD698,,10.1.3.199/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD699,,10.1.3.200/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD700,,10.1.3.201/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD701,,10.1.3.202/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD702,,10.1.3.203/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD703,,10.1.3.204/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD704,,10.1.3.205/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD705,,10.1.3.206/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD706,,10.1.3.207/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD707,,10.1.3.208/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD708,,10.1.3.209/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD709,,10.1.3.210/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD710,,10.1.3.211/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD711,,10.1.3.212/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD712,,10.1.3.213/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD713,,10.1.3.214/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD714,,10.1.3.215/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD715,,10.1.3.216/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD716,,10.1.3.217/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD717,,10.1.3.218/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD718,,10.1.3.219/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD719,,10.1.3.220/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD720,,10.1.3.221/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD721,,10.1.3.222/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD722,,10.1.3.223/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD723,,10.1.3.224/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD724,,10.1.3.225/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD725,,10.1.3.226/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD726,,10.1.3.227/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD727,,10.1.3.228/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD728,,10.1.3.229/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD729,,10.1.3.230/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD730,,10.1.3.231/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD731,,10.1.3.232/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD732,,10.1.3.233/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD733,,10.1.3.234/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD734,,10.1.3.235/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD735,,10.1.3.236/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD736,,10.1.3.237/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD737,,10.1.3.238/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD738,,10.1.3.239/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD739,,10.1.3.240/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD740,,10.1.3.241/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD741,,10.1.3.242/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD742,,10.1.3.243/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD743,,10.1.3.244/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD744,,10.1.3.245/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD745,,10.1.3.246/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD746,,10.1.3.247/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD747,,10.1.3.248/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD748,,10.1.3.249/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
